ID,FechaConsulta,Fuente,Ref,Municipio,Barrio,Precio,Habitaciones,Banos,Area,TipoArrendador,Arrendador,Contacto,URL,Latitud,Longitud,DistClinicaKm,EstacionMetro,LineaMetro,DistMetroKm,DentroPresupuesto,CumplePerfil,Score,Prioridad,Recomendacion,GoogleMaps,Notas
73,2026-07-09,Properati,turn2search99,La Estrella,La Estrella,1400000,2,2,55,Inmobiliaria,INMOBILIARIA STRADAS SAS,Ver portal,https://www.properati.com.co/s/la-estrella-antioquia/apartamento/arriendo/habitaciones:2,6.158,-75.643,14.83,La Estrella,A,1.92,Si,Si,58.0,Baja,Comparar si no aparecen mejores,"https://www.google.com/maps/search/?api=1&query=6.158,-75.643",Publicado 14 abr 2026
74,2026-07-09,Properati,turn2search99,La Estrella,La Estrella,1700000,2,2,55,Inmobiliaria,Impacto-Sede Sur Sabaneta,Ver portal,https://www.properati.com.co/s/la-estrella-antioquia/apartamento/arriendo/habitaciones:2,6.158,-75.643,14.83,La Estrella,A,1.92,Si,Si,58.0,Baja,Comparar si no aparecen mejores,"https://www.google.com/maps/search/?api=1&query=6.158,-75.643",
75,2026-07-09,Properati,turn2search99,La Estrella,La Estrella,1750000,2,2,55,Inmobiliaria,Impacto-Sede Sur Sabaneta,Ver portal,https://www.properati.com.co/s/la-estrella-antioquia/apartamento/arriendo/habitaciones:2,6.158,-75.643,14.83,La Estrella,A,1.92,Si,Si,58.0,Baja,Comparar si no aparecen mejores,"https://www.google.com/maps/search/?api=1&query=6.158,-75.643",Publicado hace 4 días 3 horas
76,2026-07-09,Rentola,turn2search97,La Estrella,La Estrella,1800000,2,2,57,Por validar,Por validar,Ver portal,https://rentola.co.com/arriendo/apartamento/la-estrella,6.158,-75.643,14.83,La Estrella,A,1.92,Si,Si,58.0,Baja,Comparar si no aparecen mejores,"https://www.google.com/maps/search/?api=1&query=6.158,-75.643",La Estrella
77,2026-07-09,Rentola,turn2search97,La Estrella,La Estrella,1800000,2,2,50,Por validar,Por validar,Ver portal,https://rentola.co.com/arriendo/apartamento/la-estrella,6.158,-75.643,14.83,La Estrella,A,1.92,Si,Si,58.0,Baja,Comparar si no aparecen mejores,"https://www.google.com/maps/search/?api=1&query=6.158,-75.643",unnamed road
78,2026-07-09,Rentola,turn2search97,La Estrella,La Estrella,1800000,2,2,60,Por validar,Por validar,Ver portal,https://rentola.co.com/arriendo/apartamento/la-estrella,6.158,-75.643,14.83,La Estrella,A,1.92,Si,Si,58.0,Baja,Comparar si no aparecen mejores,"https://www.google.com/maps/search/?api=1&query=6.158,-75.643",Colegio Luis Amigo
79,2026-07-09,Properati,turn2search99,La Estrella,La Estrella,1800000,2,2,55,Inmobiliaria,Impacto-Sede Sur Sabaneta,Ver portal,https://www.properati.com.co/s/la-estrella-antioquia/apartamento/arriendo/habitaciones:2,6.158,-75.643,14.83,La Estrella,A,1.92,Si,Si,58.0,Baja,Comparar si no aparecen mejores,"https://www.google.com/maps/search/?api=1&query=6.158,-75.643",
80,2026-07-09,Rentola,turn2search97,La Estrella,La Estrella,1920000,2,2,52,Por validar,Por validar,Ver portal,https://rentola.co.com/arriendo/apartamento/la-estrella,6.158,-75.643,14.83,La Estrella,A,1.92,Si,Si,58.0,Baja,Comparar si no aparecen mejores,"https://www.google.com/maps/search/?api=1&query=6.158,-75.643",unnamed road
81,2026-07-09,Properati,turn2search99,La Estrella,La Estrella,2000000,2,2,50,Inmobiliaria,AG Inmobiliaria Medellín SAS,Ver portal,https://www.properati.com.co/s/la-estrella-antioquia/apartamento/arriendo/habitaciones:2,6.158,-75.643,14.83,La Estrella,A,1.92,Si,Si,58.0,Baja,Comparar si no aparecen mejores,"https://www.google.com/maps/search/?api=1&query=6.158,-75.643",Publicado hace 5 días 21 horas
82,2026-07-09,Metrocuadrado,turn2search98,La Estrella,La Aldea,2400000,2,2,60,Por validar,Por validar,Ver portal,https://www.fincaraiz.com.co/arriendo/apartamentos/la-estrella/antioquia/2-habitaciones,6.153,-75.646,15.47,La Estrella,A,2.15,Si,Si,55.3,Baja,Comparar si no aparecen mejores,"https://www.google.com/maps/search/?api=1&query=6.153,-75.646",La Aldea; en rango alto
83,2026-07-09,Fincaraiz,turn2search95,La Estrella,La Tablaza,1300000,2,1,50,Por validar,Por validar,Ver portal,https://www.fincaraiz.com.co/arriendo/apartamentos/la-estrella/antioquia/2-habitaciones/hasta-1300000/dolares,6.134,-75.638,16.81,La Estrella,A,2.39,Si,Si,51.5,Baja,Comparar si no aparecen mejores,"https://www.google.com/maps/search/?api=1&query=6.134,-75.638",Urbanización Fronteras del Sur
84,2026-07-09,FazWaz,turn2search86,Bello,Madera,1200000,2,1,55,Por validar,Por validar,Ver portal,https://www.fazwaz.com.co/apartamento-2-habitacion-en-alquiler/colombia/antioquia/bello,6.319,-75.558,5.86,Madera,A,0.07,No,Si,60.3,Baja,Comparar si no aparecen mejores,"https://www.google.com/maps/search/?api=1&query=6.319,-75.558",Cerca estación Madera; bajo rango
85,2026-07-09,Metrocuadrado,turn2search65,Medellin,Los Conquistadores,2450000,2,2,65,Por validar,Por validar,Ver portal,https://www.metrocuadrado.com/apartamentos/arriendo/medellin/2-habitaciones,6.244,-75.584,3.26,Suramericana,B,1.02,No,Si,56.3,Baja,Comparar si no aparecen mejores,"https://www.google.com/maps/search/?api=1&query=6.244,-75.584",Cerca al rango; Laureles/Estadio
86,2026-07-09,Punto Propiedad,turn2search82,Bello,Bellavista,1200000,2,1,40,Por validar,Por validar,Ver portal,https://www.puntopropiedad.com/arriendo/apartamentos/bello/f_2-habitaciones,6.33,-75.55,7.23,Bello,A,0.65,No,Si,53.8,Baja,Comparar si no aparecen mejores,"https://www.google.com/maps/search/?api=1&query=6.33,-75.55",Bajo rango
87,2026-07-09,Ciencuadras,turn2search68,Medellin,Robledo Altamira,2550000,2,2,62,Por validar,Por validar,Ver portal,https://www.ciencuadras.com/arriendo/medellin/apartamento/2hab,6.286,-75.589,3.36,Caribe,A,2.4,No,Si,45.1,Descartar,Solo referencia,"https://www.google.com/maps/search/?api=1&query=6.286,-75.589",Cerca al rango; Robledo Altamira
88,2026-07-09,Fincaraiz,turn2search70,Itagui,Suramerica,1250000,2,1,70,Por validar,Por validar,Ver portal,https://www.fincaraiz.com.co/arriendo/apartamentos/itagui/antioquia/2-o-mas-habitaciones/baratos,6.166,-75.62,12.73,La Estrella,A,1.69,No,Si,37.8,Descartar,Solo referencia,"https://www.google.com/maps/search/?api=1&query=6.166,-75.62",Bajo rango; referencia
89,2026-07-09,Fincaraiz,turn2search63,Medellin,La Loma de los Bernal,2800000,2,2,73,Inmobiliaria,Maxibienes S.A.S,Ver portal,https://www.fincaraiz.com.co/arriendo/apartamentos/medellin/antioquia/2-habitaciones,6.208,-75.608,8.06,Aguacatala,A,3.31,No,Si,37.8,Descartar,Solo referencia,"https://www.google.com/maps/search/?api=1&query=6.208,-75.608",Fuera de rango base; útil para referencia
90,2026-07-09,Fincaraiz,turn2search70,Itagui,Centro,1200000,2,1,45,Por validar,Por validar,Ver portal,https://www.fincaraiz.com.co/arriendo/apartamentos/itagui/antioquia/2-o-mas-habitaciones/baratos,6.171,-75.611,11.79,Itagui,A,1.96,No,Si,36.9,Descartar,Solo referencia,"https://www.google.com/maps/search/?api=1&query=6.171,-75.611",Bajo rango; usar solo si quiere ahorrar
91,2026-07-09,Fincaraiz,turn2search70,Itagui,Centro,1280000,2,1,45,Por validar,Por validar,Ver portal,https://www.fincaraiz.com.co/arriendo/apartamentos/itagui/antioquia/2-o-mas-habitaciones/baratos,6.171,-75.611,11.79,Itagui,A,1.96,No,Si,36.9,Descartar,Solo referencia,"https://www.google.com/maps/search/?api=1&query=6.171,-75.611",A 15 min estación La Estrella según snippet
92,2026-07-09,Mitula,turn2search93,Copacabana,San Juan,1150000,2,1,55,Inmobiliaria,Maxibienes SAS,Ver portal,https://casas.mitula.com.co/casas/arriendo-2-habitaciones-copacabana,6.348,-75.511,10.85,Niquia,A,3.86,No,Si,33.9,Descartar,Solo referencia,"https://www.google.com/maps/search/?api=1&query=6.348,-75.511",Bajo rango
93,2026-07-09,Fincaraiz,turn2search63,Medellin,San Antonio de Prado,1200000,2,1,42,Inmobiliaria,EL DANDY INMOBILIARIA S.A.S,Ver portal,https://www.fincaraiz.com.co/arriendo/apartamentos/medellin/antioquia/2-habitaciones,6.185,-75.656,13.52,La Estrella,A,4.88,No,Si,30.2,Descartar,Solo referencia,"https://www.google.com/maps/search/?api=1&query=6.185,-75.656",Bajo rango; libre de administración según snippet
