ID,FechaConsulta,Fuente,Ref,Municipio,Barrio,Precio,Habitaciones,Banos,Area,TipoArrendador,Arrendador,Contacto,URL,Latitud,Longitud,LatitudBaseSector,LongitudBaseSector,PrecisionUbicacion,DistClinicaKm,EstacionMetro,LineaMetro,DistMetroKm,DentroPresupuesto,CumplePerfil,Score,Prioridad,Recomendacion,GoogleMaps,Notas
51,2026-07-09,Fincaraiz,193970360,Medellin,La pilarica,1700000,2,2,50,Por validar,Por validar,Ver portal,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-la-pilarica-medellin/193970360,6.277674,-75.58918,6.277674,-75.58918,Coordenada exacta del aviso,2.44,Caribe,A,2.01,Si,Si,70.2,Media,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.277674,-75.58918","[URL EXACTA] La pilarica; 2 hab, 2 baños, 50 m² [Fincaraiz] Diagonal 79a 76-375"
52,2026-07-09,Fincaraiz,193444516,Medellin,La pilarica,2000000,2,2,63,Por validar,Por validar,Ver portal,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-la-pilarica-medellin/193444516,6.273531,-75.580133,6.273531,-75.580133,Coordenada exacta del aviso,2.05,Caribe,A,1.18,Si,Si,76.9,Media,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.273531,-75.580133","[URL EXACTA] La pilarica; 2 hab, 2 baños, 63 m² [Fincaraiz] CL 73 69 16 AP 301"
53,2026-07-09,Fincaraiz,193972351,Medellin,Robledo,1700000,2,2,60,Por validar,Por validar,Ver portal,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-robledo-medellin/193972351,6.279317,-75.586674,6.279317,-75.586674,Coordenada exacta del aviso,2.59,Caribe,A,1.73,Si,Si,72.0,Media,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.279317,-75.586674","[URL EXACTA] Robledo; 2 hab, 2 baños, 60 m² [Fincaraiz] DG 79 A 76 379 AP 1906"
54,2026-07-09,Fincaraiz,192592604,Medellin,Robledo,2300000,3,3,,Por validar,Por validar,Ver portal,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-robledo-medellin/192592604,6.272984,-75.585128,6.272984,-75.585128,Coordenada exacta del aviso,1.89,Caribe,A,1.7,Si,Si,72.1,Media,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.272984,-75.585128","[URL EXACTA] Robledo; 3 hab, 3 baños, None m² [Fincaraiz] Calle 73 # 73 54 edificio la pilarica"
55,2026-07-09,Fincaraiz,193500044,Medellin,La pilarica,2000000,2,2,55,Por validar,Por validar,Ver portal,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-la-pilarica-medellin/193500044,6.273699,-75.580064,6.273699,-75.580064,Coordenada exacta del aviso,2.07,Caribe,A,1.16,Si,Si,77.0,Media,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.273699,-75.580064","[URL EXACTA] La pilarica; 2 hab, 2 baños, 55 m² [Fincaraiz] CL 73 #69 -16"
56,2026-07-09,Fincaraiz,193277517,Medellin,El velodromo,1900000,2,1,60,Por validar,Por validar,Ver portal,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-el-velodromo-medellin/193277517,6.257071,-75.594075,6.257071,-75.594075,Coordenada exacta del aviso,0.9,Floresta,B,0.67,Si,Si,84.8,Alta,Contactar primero,"https://www.google.com/maps/search/?api=1&query=6.257071,-75.594075","[URL EXACTA] El velodromo; 2 hab, 1 baños, 60 m² [Fincaraiz] CL 47 77 AA 21 INT 101"
57,2026-07-09,Fincaraiz,191784382,Medellin,Estadio,2500000,2,1,,Por validar,Por validar,Ver portal,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-estadio-medellin/191784382,6.252281,-75.588785,6.252281,-75.588785,Coordenada exacta del aviso,0.52,Suramericana,B,0.12,Si,Si,88.1,Alta,Contactar primero,"https://www.google.com/maps/search/?api=1&query=6.252281,-75.588785","[URL EXACTA] Estadio; 2 hab, 1 baños, None m² [Fincaraiz] Carrera 70 A # 46 39"
58,2026-07-09,Fincaraiz,193646348,Medellin,Estadio,1700000,1,1,45,Por validar,Por validar,Ver portal,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-estadio-medellin/193646348,6.251403,-75.587418,6.251403,-75.587418,Coordenada exacta del aviso,0.53,Suramericana,B,0.19,Si,No,90.5,Alta,Contactar primero,"https://www.google.com/maps/search/?api=1&query=6.251403,-75.587418","[URL EXACTA] Estadio; 1 hab, 1 baños, 45 m² [Fincaraiz] CL 46 69 18 PISO 2 AP 201"
59,2026-07-09,Fincaraiz,193951256,Medellin,Estadio,2500000,3,2,74,Por validar,Por validar,Ver portal,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-estadio-medellin/193951256,6.258946,-75.596751,6.258946,-75.596751,Coordenada exacta del aviso,1.23,Floresta,B,0.36,Si,Si,84.0,Alta,Contactar primero,"https://www.google.com/maps/search/?api=1&query=6.258946,-75.596751","[URL EXACTA] Estadio; 3 hab, 2 baños, 74 m² [Fincaraiz] CR 79 48 10 AP 403"
60,2026-07-09,Fincaraiz,193936673,Medellin,La floresta,2000000,2,1,45,Por validar,Por validar,Ver portal,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-la-floresta-medellin/193936673,6.258948,-75.596087,6.258948,-75.596087,Coordenada exacta del aviso,1.16,Floresta,B,0.44,Si,Si,85.5,Alta,Contactar primero,"https://www.google.com/maps/search/?api=1&query=6.258948,-75.596087","[URL EXACTA] La floresta; 2 hab, 1 baños, 45 m² [Fincaraiz] La Floresta"
61,2026-07-09,Fincaraiz,193945201,Medellin,Estadio,2100000,1,1,40,Por validar,Por validar,Ver portal,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-estadio-medellin/193945201,6.252439,-75.588628,6.252439,-75.588628,Coordenada exacta del aviso,0.49,Suramericana,B,0.09,Si,No,89.9,Alta,Contactar primero,"https://www.google.com/maps/search/?api=1&query=6.252439,-75.588628","[URL EXACTA] Estadio; 1 hab, 1 baños, 40 m² [Fincaraiz] carrera 70A #46-39"
62,2026-07-09,Fincaraiz,193957061,Medellin,La floresta,1900000,2,1,45,Por validar,Por validar,Ver portal,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-la-floresta-medellin/193957061,6.258856,-75.597114,6.258856,-75.597114,Coordenada exacta del aviso,1.27,Floresta,B,0.32,Si,Si,86.5,Alta,Contactar primero,"https://www.google.com/maps/search/?api=1&query=6.258856,-75.597114","[URL EXACTA] La floresta; 2 hab, 1 baños, 45 m² [Fincaraiz] CL 48 79 24 AP 702 floresta"
63,2026-07-09,Fincaraiz,193541731,Medellin,Laureles,2500000,3,2,78,Por validar,Por validar,Ver portal,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-laureles-medellin/193541731,6.235535,-75.592207,6.235535,-75.592207,Coordenada exacta del aviso,2.38,Suramericana,B,2.0,Si,Si,67.5,Baja,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.235535,-75.592207","[URL EXACTA] Laureles; 3 hab, 2 baños, 78 m² [Fincaraiz] KR 71 27 106 BL 8 AP 527"
64,2026-07-09,Fincaraiz,193047005,Medellin,San javier,2200000,3,2,55,Por validar,Por validar,Ver portal,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-san-javier-medellin/193047005,6.255651,-75.618627,6.255651,-75.618627,Coordenada exacta del aviso,3.61,Floresta,B,2.08,Si,Si,64.3,Baja,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.255651,-75.618627","[URL EXACTA] San javier; 3 hab, 2 baños, 55 m² [Fincaraiz] San Javier, Medellín, Antioquia, Colombia"
65,2026-07-09,Fincaraiz,193543433,Medellin,Belén,2500000,3,2,70,Por validar,Por validar,Ver portal,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-belen-medellin/193543433,6.229483,-75.608277,6.229483,-75.608277,Coordenada exacta del aviso,3.84,Floresta,B,3.35,Si,Si,52.3,Baja,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.229483,-75.608277","[URL EXACTA] Belén; 3 hab, 2 baños, 70 m² [Fincaraiz] Mirador de los Alpes, Calle 28, Medellín, Antioquia, Colombia"
66,2026-07-09,Fincaraiz,193676545,Medellin,Belén Rincón,1450000,2,2,55,Por validar,Por validar,Ver portal,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-belen-rincon-medellin/193676545,6.211244,-75.610051,6.211244,-75.610051,Coordenada exacta del aviso,5.64,Poblado,A,3.54,Si,Si,49.3,Baja,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.211244,-75.610051","[URL EXACTA] Belén Rincón; 2 hab, 2 baños, 55 m² [Fincaraiz] CR 88 B 02 B 154 AP 203 INT"
67,2026-07-09,Fincaraiz,193770137,Medellin,Belén Aliadas,2350000,3,2,83,Por validar,Por validar,Ver portal,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-belen-aliadas-medellin/193770137,6.220517,-75.606796,6.220517,-75.606796,Coordenada exacta del aviso,4.57,Poblado,A,3.32,Si,Si,50.9,Baja,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.220517,-75.606796","[URL EXACTA] Belén Aliadas; 3 hab, 2 baños, 83 m² [Fincaraiz] CARRERA 84A 9- 58"
68,2026-07-09,Fincaraiz,193738202,Medellin,Belén,1850000,2,1,56,Por validar,Por validar,Ver portal,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-belen-medellin/193738202,6.226495,-75.605612,6.226495,-75.605612,Coordenada exacta del aviso,3.93,Industriales,A,3.4,Si,Si,54.1,Baja,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.226495,-75.605612","[URL EXACTA] Belén; 2 hab, 1 baños, 56 m² [Fincaraiz] CARRERA 82D # 20b-3"
69,2026-07-09,Fincaraiz,193846104,Medellin,La castellana,2500000,3,2,71,Por validar,Por validar,Ver portal,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-la-castellana-medellin/193846104,6.238872,-75.605321,6.238872,-75.605321,Coordenada exacta del aviso,2.86,Floresta,B,2.26,Si,Si,63.9,Baja,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.238872,-75.605321","[URL EXACTA] La castellana; 3 hab, 2 baños, 71 m² [Fincaraiz] Carrera 82A # 33-12, Laureles - Estadio, Medellín, Antioquia, Colombia"
70,2026-07-09,Fincaraiz,193964031,Medellin,Rodeo Alto,1800000,3,1,45,Por validar,Por validar,Ver portal,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-rodeo-alto-medellin/193964031,6.231514,-75.591407,6.231514,-75.591407,Coordenada exacta del aviso,2.79,Industriales,A,1.84,Si,Si,70.1,Media,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.231514,-75.591407","[URL EXACTA] Rodeo Alto; 3 hab, 1 baños, 45 m² [Fincaraiz] Belén, Medellín, Antioquia, Colombia"
71,2026-07-09,Fincaraiz,193420837,Medellin,San Antonio de Pereira,2400000,2,2,65,Por validar,Por validar,Ver portal,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-san-antonio-de-pereira-medellin/193420837,6.246034,-75.582628,6.246034,-75.582628,Coordenada exacta del aviso,1.17,Estadio,B,0.79,Si,Si,81.1,Alta,Contactar primero,"https://www.google.com/maps/search/?api=1&query=6.246034,-75.582628","[URL EXACTA] San Antonio de Pereira; 2 hab, 2 baños, 65 m² [Fincaraiz] Diagonal 50 # 15- 28"
72,2026-07-09,Fincaraiz,193298385,Medellin,Bolivariana,1550000,2,1,40,Por validar,Por validar,Ver portal,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-bolivariana-medellin/193298385,6.24435,-75.588293,6.24435,-75.588293,Coordenada exacta del aviso,1.32,Suramericana,B,0.96,Si,Si,82.5,Alta,Contactar primero,"https://www.google.com/maps/search/?api=1&query=6.24435,-75.588293","[URL EXACTA] Bolivariana; 2 hab, 1 baños, 40 m² [Fincaraiz] CQ 1 68 50 APTO 307"
73,2026-07-09,Fincaraiz,193197726,Medellin,San joaquin,2300000,2,1,41,Por validar,Por validar,Ver portal,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-san-joaquin-medellin/193197726,6.245906,-75.585552,6.245906,-75.585552,Coordenada exacta del aviso,1.12,Estadio,B,0.81,Si,Si,81.5,Alta,Contactar primero,"https://www.google.com/maps/search/?api=1&query=6.245906,-75.585552","[URL EXACTA] San joaquin; 2 hab, 1 baños, 41 m² [Fincaraiz] CQ 6 66 B 155 AP 302"
74,2026-07-09,Fincaraiz,193631987,Medellin,San joaquin,2300000,2,1,55,Por validar,Por validar,Ver portal,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-san-joaquin-medellin/193631987,6.246226,-75.585744,6.246226,-75.585744,Coordenada exacta del aviso,1.09,Estadio,B,0.78,Si,Si,81.8,Alta,Contactar primero,"https://www.google.com/maps/search/?api=1&query=6.246226,-75.585744","[URL EXACTA] San joaquin; 2 hab, 1 baños, 55 m² [Fincaraiz] TRANSVERSAL 36 #66B -167 APARTAMENTO 302"
75,2026-07-09,Fincaraiz,193288144,Medellin,La castellana,2500000,3,2,75,Por validar,Por validar,Ver portal,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-la-castellana-medellin/193288144,6.2405,-75.607715,6.2405,-75.607715,Coordenada exacta del aviso,2.95,Floresta,B,2.18,Si,Si,64.3,Baja,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.2405,-75.607715","[URL EXACTA] La castellana; 3 hab, 2 baños, 75 m² [Fincaraiz] KR 84 33 128 AP 301"
76,2026-07-09,Fincaraiz,193848735,Medellin,Robledo,1500000,3,1,50,Por validar,Por validar,Ver portal,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-robledo-medellin/193848735,6.287262,-75.611321,6.287262,-75.611321,Coordenada exacta del aviso,4.46,Floresta,B,3.43,Si,Si,53.5,Baja,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.287262,-75.611321","[URL EXACTA] Robledo; 3 hab, 1 baños, 50 m² [Fincaraiz] Calle 67 #99-183, Pajarito, Medellín, Antioquia, Colombia"
77,2026-07-09,Fincaraiz,193959407,Medellin,Robledo,2550000,2,2,62,Por validar,Por validar,Ver portal,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-robledo-medellin/193959407,6.279121,-75.581063,6.279121,-75.581063,Coordenada exacta del aviso,2.63,Caribe,A,1.11,Si,Si,73.6,Media,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.279121,-75.581063","[URL EXACTA] Robledo; 2 hab, 2 baños, 62 m² [Fincaraiz] CL 79 # 72A - 110"
78,2026-07-09,Fincaraiz,193857359,Medellin,Robledo,1700000,2,1,46,Por validar,Por validar,Ver portal,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-robledo-medellin/193857359,6.300699,-75.58491,6.300699,-75.58491,Coordenada exacta del aviso,4.97,Tricentenario,A,2.37,Si,Si,59.7,Baja,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.300699,-75.58491","[URL EXACTA] Robledo; 2 hab, 1 baños, 46 m² [Fincaraiz] CR 86 64 49 AP 401"
79,2026-07-09,Fincaraiz,193751926,Medellin,El Poblado,1200000,2,1,50,Por validar,Por validar,Ver portal,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-el-poblado-medellin/193751926,6.279644,-75.590355,6.279644,-75.590355,Coordenada exacta del aviso,2.67,Caribe,A,2.14,Si,Si,70.4,Media,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.279644,-75.590355","[URL EXACTA] El Poblado; 2 hab, 1 baños, 50 m² [Fincaraiz] CALLE 76EB # 82C 52"
80,2026-07-09,Fincaraiz,193898796,Medellin,Robledo,1500000,2,1,50,Por validar,Por validar,Ver portal,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-robledo-medellin/193898796,6.278165,-75.598075,6.278165,-75.598075,Coordenada exacta del aviso,2.8,Floresta,B,2.2,Si,Si,68.4,Baja,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.278165,-75.598075","[URL EXACTA] Robledo; 2 hab, 1 baños, 50 m² [Fincaraiz] CARRERA 90 65C- 10"
81,2026-07-09,Fincaraiz,193849252,Medellin,Robledo,1450000,3,1,49,Por validar,Por validar,Ver portal,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-robledo-medellin/193849252,6.280252,-75.617781,6.280252,-75.617781,Coordenada exacta del aviso,4.43,Floresta,B,3.12,Si,Si,56.3,Baja,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.280252,-75.617781","[URL EXACTA] Robledo; 3 hab, 1 baños, 49 m² [Fincaraiz] TERRITORIO AURORA"
82,2026-07-09,Fincaraiz,193884601,Medellin,Robledo,1700000,3,1,43,Por validar,Por validar,Ver portal,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-robledo-medellin/193884601,6.265379,-75.573711,6.265379,-75.573711,Coordenada exacta del aviso,1.71,Caribe,A,1.54,Si,Si,76.2,Media,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.265379,-75.573711","[URL EXACTA] Robledo; 3 hab, 1 baños, 43 m² [Fincaraiz] CL 67 99 183 AP 316 TORRE 3"
83,2026-07-09,Fincaraiz,191730206,Medellin,San german,1500000,2,1,,Por validar,Por validar,Ver portal,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-san-german-medellin/191730206,6.267229,-75.586261,6.267229,-75.586261,Coordenada exacta del aviso,1.25,Suramericana,B,1.59,Si,Si,77.9,Media,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.267229,-75.586261","[URL EXACTA] San german; 2 hab, 1 baños, None m² [Fincaraiz] Carrera 74 B #65 -41"
84,2026-07-09,Fincaraiz,193509451,Medellin,Robledo,1400000,2,1,45,Por validar,Por validar,Ver portal,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-robledo-medellin/193509451,6.27829,-75.622002,6.27829,-75.622002,Coordenada exacta del aviso,4.69,Floresta,B,3.28,Si,Si,54.4,Baja,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.27829,-75.622002","[URL EXACTA] Robledo; 2 hab, 1 baños, 45 m² [Fincaraiz] CL 64C 115 185 AP"
85,2026-07-09,Fincaraiz,193939474,Medellin,Simon bolivar,1950000,2,1,55,Por validar,Por validar,Ver portal,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-simon-bolivar-medellin/193939474,6.250771,-75.606474,6.250771,-75.606474,Coordenada exacta del aviso,2.34,Floresta,B,1.12,Si,Si,76.7,Media,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.250771,-75.606474","[URL EXACTA] Simon bolivar; 2 hab, 1 baños, 55 m² [Fincaraiz] CALLE 42 81A- 32"
86,2026-07-09,Fincaraiz,193958987,Medellin,Simon bolivar,2253000,1,2,55,Por validar,Por validar,Ver portal,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-simon-bolivar-medellin/193958987,6.249016,-75.603713,6.249016,-75.603713,Coordenada exacta del aviso,2.11,Floresta,B,1.13,Si,No,76.2,Media,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.249016,-75.603713","[URL EXACTA] Simon bolivar; 1 hab, 2 baños, 55 m² [Fincaraiz] Carrera 82 #42c-41, Simón Bolívar, Medellín, Antioquia, Colombia"
87,2026-07-09,Fincaraiz,193611585,Medellin,La america,2000000,3,3,82,Por validar,Por validar,Ver portal,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-la-america-medellin/193611585,6.252608,-75.60754,6.252608,-75.60754,Coordenada exacta del aviso,2.41,Floresta,B,1.06,Si,Si,76.8,Media,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.252608,-75.60754","[URL EXACTA] La america; 3 hab, 3 baños, 82 m² [Fincaraiz] KR 90 # 44 - 13"
88,2026-07-09,Fincaraiz,193860334,Medellin,La floresta,2500000,4,2,90,Por validar,Por validar,Ver portal,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-la-floresta-medellin/193860334,6.254731,-75.604004,6.254731,-75.604004,Coordenada exacta del aviso,2.0,Floresta,B,0.61,Si,Si,79.7,Alta,Contactar primero,"https://www.google.com/maps/search/?api=1&query=6.254731,-75.604004","[URL EXACTA] La floresta; 4 hab, 2 baños, 90 m² [Fincaraiz] CR 87 C 45 AA 91 AP 201"
89,2026-07-09,Fincaraiz,193829866,Medellin,La america,1900000,2,2,68,Por validar,Por validar,Ver portal,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-la-america-medellin/193829866,6.255206,-75.602622,6.255206,-75.602622,Coordenada exacta del aviso,1.84,Floresta,B,0.47,Si,Si,83.6,Alta,Contactar primero,"https://www.google.com/maps/search/?api=1&query=6.255206,-75.602622","[URL EXACTA] La america; 2 hab, 2 baños, 68 m² [Fincaraiz] La América, Medellín, Antioquia, Colombia"
90,2026-07-09,Fincaraiz,191508368,Medellin,La america,2500000,4,2,,Por validar,Por validar,Ver portal,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-la-america-medellin/191508368,6.250794,-75.601372,6.250794,-75.601372,Coordenada exacta del aviso,1.8,Floresta,B,0.87,Si,Si,78.2,Alta,Contactar primero,"https://www.google.com/maps/search/?api=1&query=6.250794,-75.601372","[URL EXACTA] La america; 4 hab, 2 baños, None m² [Fincaraiz] Carrera 79 D # 44 18"
91,2026-07-09,Fincaraiz,193721827,Medellin,Calasanz,2500000,2,1,75,Por validar,Por validar,Ver portal,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-calasanz-medellin/193721827,6.252487,-75.6031,6.252487,-75.6031,Coordenada exacta del aviso,1.93,Floresta,B,0.75,Si,Si,78.8,Alta,Contactar primero,"https://www.google.com/maps/search/?api=1&query=6.252487,-75.6031","[URL EXACTA] Calasanz; 2 hab, 1 baños, 75 m² [Fincaraiz] CALLE 44C 82- 23"
92,2026-07-09,Fincaraiz,193909252,Medellin,Simon bolivar,1600000,1,1,32,Por validar,Por validar,Ver portal,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-simon-bolivar-medellin/193909252,6.24883,-75.60299,6.24883,-75.60299,Coordenada exacta del aviso,2.04,Floresta,B,1.12,Si,No,78.9,Alta,Contactar primero,"https://www.google.com/maps/search/?api=1&query=6.24883,-75.60299","[URL EXACTA] Simon bolivar; 1 hab, 1 baños, 32 m² [Fincaraiz] CL 42 C 81 A 09"
93,2026-07-09,Fincaraiz,193703479,Medellin,La america,2500000,3,2,60,Por validar,Por validar,Ver portal,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-la-america-medellin/193703479,6.251855,-75.609687,6.251855,-75.609687,Coordenada exacta del aviso,2.66,Floresta,B,1.3,Si,Si,72.2,Media,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.251855,-75.609687","[URL EXACTA] La america; 3 hab, 2 baños, 60 m² [Fincaraiz] CR 86A 41 37 EDIFICIO SAN ISIDRO AP 603"
94,2026-07-09,Fincaraiz,193288057,Medellin,La america,2000000,2,1,45,Por validar,Por validar,Ver portal,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-la-america-medellin/193288057,6.252963,-75.604231,6.252963,-75.604231,Coordenada exacta del aviso,2.04,Floresta,B,0.77,Si,Si,80.2,Alta,Contactar primero,"https://www.google.com/maps/search/?api=1&query=6.252963,-75.604231","[URL EXACTA] La america; 2 hab, 1 baños, 45 m² [Fincaraiz] Calle 44 C # 84 30"
95,2026-07-09,Fincaraiz,193769930,Medellin,La america,2600000,2,2,48,Por validar,Por validar,Ver portal,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-la-america-medellin/193769930,6.254831,-75.611354,6.254831,-75.611354,Coordenada exacta del aviso,2.81,Floresta,B,1.32,Si,Si,71.2,Media,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.254831,-75.611354","[URL EXACTA] La america; 2 hab, 2 baños, 48 m² [Fincaraiz] CL 44 # 94 - 68"
96,2026-07-09,Fincaraiz,191828737,Medellin,La floresta,1800000,2,2,,Por validar,Por validar,Ver portal,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-la-floresta-medellin/191828737,6.253801,-75.602486,6.253801,-75.602486,Coordenada exacta del aviso,1.84,Floresta,B,0.59,Si,Si,83.0,Alta,Contactar primero,"https://www.google.com/maps/search/?api=1&query=6.253801,-75.602486","[URL EXACTA] La floresta; 2 hab, 2 baños, None m² [Fincaraiz] Transversal 45 C # 82 27 LA VICTORIA"
97,2026-07-09,Fincaraiz,193433953,Medellin,La america,1650000,1,1,40,Por validar,Por validar,Ver portal,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-la-america-medellin/193433953,6.247966,-75.609583,6.247966,-75.609583,Coordenada exacta del aviso,2.76,Floresta,B,1.58,Si,No,72.9,Media,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.247966,-75.609583","[URL EXACTA] La america; 1 hab, 1 baños, 40 m² [Fincaraiz] CR 88 37a 37 AP 1809 terrasol"
98,2026-07-09,Fincaraiz,193800311,Medellin,Los pinos,2500000,3,3,96,Por validar,Por validar,Ver portal,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-los-pinos-medellin/193800311,6.251864,-75.602145,6.251864,-75.602145,Coordenada exacta del aviso,1.84,Floresta,B,0.78,Si,Si,78.8,Alta,Contactar primero,"https://www.google.com/maps/search/?api=1&query=6.251864,-75.602145","[URL EXACTA] Los pinos; 3 hab, 3 baños, 96 m² [Fincaraiz] Av. 80 #44-95, Los Pinos, Medellín, Antioquia, Colombia"
99,2026-07-09,Rentola,casa-en-arriendo-barrio-las-palmas-medellin-p62cb9d,Medellin,Medellín,1750000,5,,200,Por validar,Por validar,Ver portal,https://rentola.com/listings/casa-en-arriendo-barrio-las-palmas-medellin-p62cb9d,6.2391004,-75.5661154,6.2391004,-75.5661154,Coordenada exacta del aviso,2.89,Industriales,A,1.49,Si,Si,72.8,Media,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.2391004,-75.5661154","[URL EXACTA] Medellín; 5 hab, None baños, 200 m² [Rentola] Calle 39C, Comuna 10 - La Candelaria, 050016 Medellín, ANT, Colombia"
100,2026-07-09,Rentola,apartaestudio-en-arriendo-en-la-castellana-medellin-pf0cf03,Medellin,Medellín,1500000,1,,33,Por validar,Por validar,Ver portal,https://rentola.com/listings/apartaestudio-en-arriendo-en-la-castellana-medellin-pf0cf03,6.2425581,-75.6054748,6.2425581,-75.6054748,Coordenada exacta del aviso,2.62,Floresta,B,1.87,Si,No,71.5,Media,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.2425581,-75.6054748","[URL EXACTA] Medellín; 1 hab, None baños, 33 m² [Rentola] Calle 34B, Comuna 11 - Laureles-Estadio, 050032 Medellín, ANT, Colombia"
101,2026-07-09,Rentola,apartamento-en-robledo-la-campina-2-medellin-p28a7d0,Medellin,Medellín,1150000,3,,50,Por validar,Por validar,Ver portal,https://rentola.com/listings/apartamento-en-robledo-la-campina-2-medellin-p28a7d0,6.259929,-75.6091945,6.259929,-75.6091945,Coordenada exacta del aviso,2.6,Floresta,B,1.03,Si,Si,79.6,Alta,Contactar primero,"https://www.google.com/maps/search/?api=1&query=6.259929,-75.6091945","[URL EXACTA] Medellín; 3 hab, None baños, 50 m² [Rentola] Carrera 94, Comuna 13 - San Javier, 050035 Medellín, ANT, Colombia"
